Column1,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1191,1192,34,Male,T-shirt,Clothing,70,Indiana,Charcoal,Winter,4.1,No,Free Shipping,Yes,Yes,50,Venmo,Quarterly
1192,1193,49,Male,Coat,Outerwear,56,Florida,Turquoise,Summer,4,No,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
1193,1194,40,Male,Jacket,Outerwear,55,Alaska,Pink,Fall,5,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly
1194,1195,50,Male,Hoodie,Clothing,46,New York,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly
1195,1196,25,Male,Scarf,Accessories,95,Texas,White,Winter,4,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
1196,1197,30,Male,Belt,Accessories,88,North Dakota,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
1197,1198,54,Male,Sneakers,Footwear,92,Vermont,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually
1198,1199,40,Male,Socks,Clothing,49,New Jersey,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually
1199,1200,49,Male,Sandals,Footwear,89,Maryland,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1200,1201,27,Male,Coat,Outerwear,22,Connecticut,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly
1201,1202,27,Male,Shoes,Footwear,61,Illinois,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly
1202,1203,48,Male,Scarf,Accessories,29,Maryland,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Every 3 Months
1203,1204,40,Male,Sneakers,Footwear,82,Minnesota,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
1204,1205,67,Male,Belt,Accessories,94,Florida,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months
1205,1206,52,Male,Handbag,Accessories,99,California,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly
1206,1207,22,Male,Handbag,Accessories,59,Mississippi,Cyan,Fall,3,No,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months
1207,1208,62,Male,Boots,Footwear,90,Washington,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
1208,1209,20,Male,Boots,Footwear,100,Wisconsin,Red,Winter,2.9,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually
1209,1210,41,Male,Pants,Clothing,62,Pennsylvania,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
1210,1211,34,Male,Sunglasses,Accessories,78,Missouri,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly
1211,1212,23,Male,Hoodie,Clothing,94,Oklahoma,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months
1212,1213,32,Male,Shoes,Footwear,74,Pennsylvania,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly
1213,1214,68,Male,Handbag,Accessories,52,Kentucky,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months
1214,1215,30,Male,Jacket,Outerwear,81,Vermont,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Every 3 Months
1215,1216,66,Male,Blouse,Clothing,20,Oregon,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months
1216,1217,62,Male,Pants,Clothing,32,Utah,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
1217,1218,50,Male,Boots,Footwear,63,Nebraska,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
1218,1219,55,Male,Boots,Footwear,79,Pennsylvania,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Every 3 Months
1219,1220,19,Male,Sweater,Clothing,23,Vermont,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly
1220,1221,67,Male,Gloves,Accessories,64,Kentucky,Green,Winter,4.9,No,Express,Yes,Yes,36,Bank Transfer,Quarterly
1221,1222,18,Male,Socks,Clothing,69,Iowa,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly
1222,1223,58,Male,Jeans,Clothing,69,Indiana,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually
1223,1224,69,Male,Pants,Clothing,24,Kansas,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly
1224,1225,62,Male,Shorts,Clothing,50,Illinois,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly
1225,1226,28,Male,Gloves,Accessories,97,North Carolina,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly
1226,1227,53,Male,Sandals,Footwear,91,Ohio,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly
1227,1228,27,Male,Blouse,Clothing,37,Illinois,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly
1228,1229,55,Male,Jacket,Outerwear,55,Indiana,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually
1229,1230,34,Male,Jewelry,Accessories,52,Kansas,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually
1230,1231,25,Male,Hat,Accessories,80,Illinois,Brown,Spring,4.6,No,Standard,Yes,Yes,49,Venmo,Monthly
1231,1232,66,Male,Socks,Clothing,79,Pennsylvania,Gold,Spring,4,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly
1232,1233,57,Male,Handbag,Accessories,23,New York,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months
1233,1234,46,Male,Pants,Clothing,73,Utah,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months
1234,1235,38,Male,Gloves,Accessories,99,New Jersey,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly
1235,1236,23,Male,Sweater,Clothing,22,Idaho,Red,Spring,3,No,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months
1236,1237,42,Male,Hat,Accessories,68,New Mexico,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months
1237,1238,25,Male,Dress,Clothing,92,Michigan,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly
1238,1239,55,Male,Pants,Clothing,77,Wyoming,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly
1239,1240,62,Male,Coat,Outerwear,37,New Jersey,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Every 3 Months
1240,1241,41,Male,Scarf,Accessories,79,New Jersey,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually
1241,1242,58,Male,Hoodie,Clothing,51,Hawaii,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly
1242,1243,56,Male,Socks,Clothing,27,Nevada,Lavender,Summer,4,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly
1243,1244,25,Male,Blouse,Clothing,23,New Hampshire,Pink,Spring,3,No,Store Pickup,Yes,Yes,22,Debit Card,Annually
1244,1245,70,Male,Socks,Clothing,76,Indiana,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly
1245,1246,42,Male,Dress,Clothing,31,New York,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly
1246,1247,27,Male,Hoodie,Clothing,60,Louisiana,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly
1247,1248,65,Male,T-shirt,Clothing,99,Virginia,Charcoal,Spring,3.5,No,Express,Yes,Yes,18,Venmo,Bi-Weekly
1248,1249,62,Male,Hat,Accessories,37,Wisconsin,Red,Winter,3,No,Free Shipping,Yes,Yes,8,Credit Card,Annually
1249,1250,62,Male,Boots,Footwear,50,Oregon,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly
1250,1251,52,Male,Jeans,Clothing,26,New Hampshire,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly
1251,1252,56,Male,Shorts,Clothing,86,Indiana,Orange,Spring,5,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly
1252,1253,28,Male,Sandals,Footwear,41,Massachusetts,Magenta,Fall,4,No,Standard,Yes,Yes,8,Cash,Quarterly
1253,1254,39,Male,Sandals,Footwear,23,Montana,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually
1254,1255,54,Male,Sneakers,Footwear,56,California,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly
1255,1256,30,Male,Hat,Accessories,68,Indiana,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly
1256,1257,45,Male,Coat,Outerwear,48,West Virginia,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly
1257,1258,68,Male,Dress,Clothing,67,Minnesota,Gold,Spring,3,No,Free Shipping,Yes,Yes,31,Cash,Every 3 Months
1258,1259,47,Male,Boots,Footwear,87,Ohio,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months
1259,1260,68,Male,Skirt,Clothing,64,Minnesota,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly
1260,1261,63,Male,Shirt,Clothing,93,Virginia,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly
1261,1262,20,Male,Shirt,Clothing,29,Connecticut,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly
1262,1263,29,Male,Boots,Footwear,62,Tennessee,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly
1263,1264,41,Male,Hoodie,Clothing,70,Delaware,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly
1264,1265,52,Male,Sweater,Clothing,92,Vermont,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly
1265,1266,32,Male,Shirt,Clothing,79,Louisiana,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly
1266,1267,20,Male,Blouse,Clothing,31,North Dakota,Peach,Fall,4,No,Standard,Yes,Yes,14,Debit Card,Every 3 Months
1267,1268,47,Male,T-shirt,Clothing,83,Oregon,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly
1268,1269,23,Male,Jacket,Outerwear,88,Idaho,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly
1269,1270,43,Male,Jewelry,Accessories,53,Vermont,Lavender,Spring,3,No,Standard,Yes,Yes,47,PayPal,Quarterly
1270,1271,67,Male,Hoodie,Clothing,98,West Virginia,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually
1271,1272,70,Male,Jewelry,Accessories,57,Kentucky,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually
1272,1273,35,Male,Sandals,Footwear,80,Wisconsin,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly
1273,1274,41,Male,Jeans,Clothing,29,Mississippi,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months
1274,1275,54,Male,Hat,Accessories,73,Missouri,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly
1275,1276,55,Male,Sweater,Clothing,32,Arkansas,Turquoise,Fall,4.5,No,Standard,Yes,Yes,1,PayPal,Monthly
1276,1277,51,Male,Boots,Footwear,68,Wyoming,Turquoise,Spring,4.8,No,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly
1277,1278,19,Male,Blouse,Clothing,97,Rhode Island,Green,Spring,5,No,Express,Yes,Yes,5,Venmo,Quarterly
1278,1279,28,Male,Shorts,Clothing,98,Utah,Violet,Fall,2.8,No,Next Day Air,Yes,Yes,31,Venmo,Fortnightly
1279,1280,63,Male,Hoodie,Clothing,56,Maryland,Charcoal,Fall,3.7,No,Express,Yes,Yes,18,Debit Card,Annually
1280,1281,30,Male,Pants,Clothing,78,Georgia,White,Winter,4.4,No,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months
1281,1282,29,Male,Belt,Accessories,81,New Jersey,Olive,Spring,4.5,No,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly
1282,1283,24,Male,Shirt,Clothing,68,New Hampshire,Violet,Winter,3,No,Free Shipping,Yes,Yes,20,Venmo,Monthly
1283,1284,69,Male,Shirt,Clothing,94,Oregon,Violet,Winter,3.9,No,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months
1284,1285,65,Male,Dress,Clothing,93,Arkansas,Black,Spring,3.9,No,Express,Yes,Yes,38,PayPal,Fortnightly
1285,1286,64,Male,Gloves,Accessories,99,North Carolina,Charcoal,Fall,3.5,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1286,1287,40,Male,Gloves,Accessories,49,West Virginia,Yellow,Winter,4.9,No,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly
1287,1288,24,Male,Jeans,Clothing,28,Utah,Blue,Winter,3.4,No,Standard,Yes,Yes,20,PayPal,Monthly
1288,1289,66,Male,Belt,Accessories,93,South Dakota,Charcoal,Winter,4.1,No,Standard,Yes,Yes,34,PayPal,Bi-Weekly
1289,1290,35,Male,Jacket,Outerwear,24,New Hampshire,Red,Fall,2.9,No,Next Day Air,Yes,Yes,10,PayPal,Weekly
1290,1291,67,Male,Skirt,Clothing,35,Maryland,Indigo,Spring,3.4,No,Free Shipping,Yes,Yes,3,PayPal,Annually
1291,1292,69,Male,Sandals,Footwear,68,South Dakota,Beige,Spring,3.2,No,2-Day Shipping,Yes,Yes,23,Debit Card,Fortnightly
1292,1293,26,Male,Belt,Accessories,61,Kentucky,Maroon,Summer,3.9,No,Free Shipping,Yes,Yes,42,Bank Transfer,Annually
1293,1294,23,Male,Sweater,Clothing,74,Florida,Yellow,Fall,4.1,No,Standard,Yes,Yes,30,Debit Card,Annually
1294,1295,27,Male,Shirt,Clothing,64,Texas,Silver,Summer,4.5,No,Standard,Yes,Yes,21,Cash,Every 3 Months
1295,1296,30,Male,Sneakers,Footwear,60,New Mexico,Olive,Fall,2.8,No,Standard,Yes,Yes,50,PayPal,Weekly
1296,1297,48,Male,Jeans,Clothing,29,South Dakota,Teal,Spring,2.8,No,Express,Yes,Yes,16,Cash,Bi-Weekly
1297,1298,44,Male,Sandals,Footwear,85,New Jersey,Silver,Summer,4.6,No,Standard,Yes,Yes,32,Venmo,Annually
1298,1299,29,Male,Pants,Clothing,81,Indiana,Indigo,Summer,3,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly
1299,1300,29,Male,Belt,Accessories,23,Louisiana,Teal,Fall,3.6,No,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly
1300,1301,67,Male,T-shirt,Clothing,100,West Virginia,Charcoal,Spring,4.5,No,Next Day Air,Yes,Yes,47,Credit Card,Every 3 Months
1301,1302,42,Male,Shirt,Clothing,54,Maine,Orange,Fall,5,No,Express,Yes,Yes,21,Debit Card,Weekly
1302,1303,23,Male,Sneakers,Footwear,25,Idaho,Gold,Fall,2.9,No,Next Day Air,Yes,Yes,37,Credit Card,Monthly
1303,1304,34,Male,Blouse,Clothing,32,New York,Silver,Summer,3.1,No,Next Day Air,Yes,Yes,10,Credit Card,Annually
1304,1305,64,Male,Backpack,Accessories,63,Montana,Orange,Spring,4,No,2-Day Shipping,Yes,Yes,18,PayPal,Every 3 Months
1305,1306,31,Male,Pants,Clothing,56,Mississippi,Peach,Spring,4.5,No,Express,Yes,Yes,2,PayPal,Every 3 Months
1306,1307,54,Male,Sweater,Clothing,33,Alaska,Brown,Winter,4.5,No,Next Day Air,Yes,Yes,40,PayPal,Annually
1307,1308,23,Male,Coat,Outerwear,32,Missouri,Black,Summer,3.1,No,Express,Yes,Yes,43,PayPal,Annually
1308,1309,59,Male,Dress,Clothing,38,Rhode Island,Red,Summer,4.4,No,Next Day Air,Yes,Yes,14,Credit Card,Every 3 Months
1309,1310,32,Male,Blouse,Clothing,21,Hawaii,Lavender,Summer,4.7,No,Store Pickup,Yes,Yes,41,Cash,Quarterly
1310,1311,43,Male,Hoodie,Clothing,59,South Carolina,Brown,Winter,3.1,No,Store Pickup,Yes,Yes,38,Credit Card,Every 3 Months
1311,1312,32,Male,Shoes,Footwear,87,Tennessee,Maroon,Fall,4.2,No,Express,Yes,Yes,12,Venmo,Annually
1312,1313,66,Male,T-shirt,Clothing,79,Missouri,Violet,Winter,3,No,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
1313,1314,70,Male,Shoes,Footwear,28,Missouri,Lavender,Summer,2.6,No,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
1314,1315,42,Male,Boots,Footwear,67,Missouri,Magenta,Summer,3.4,No,Free Shipping,Yes,Yes,49,Debit Card,Annually
1315,1316,56,Male,Shorts,Clothing,75,Mississippi,Green,Spring,4.2,No,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly
1316,1317,28,Male,Belt,Accessories,32,Arkansas,Lavender,Spring,4.6,No,Standard,Yes,Yes,14,Debit Card,Bi-Weekly
1317,1318,28,Male,Pants,Clothing,43,Kentucky,Green,Spring,2.8,No,Free Shipping,Yes,Yes,19,Cash,Monthly
1318,1319,52,Male,Shorts,Clothing,93,Connecticut,Maroon,Spring,2.7,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly
1319,1320,65,Male,Sunglasses,Accessories,24,Oklahoma,Magenta,Spring,4,No,Standard,Yes,Yes,48,Bank Transfer,Weekly
1320,1321,56,Male,Hat,Accessories,31,California,Teal,Fall,3.1,No,Free Shipping,Yes,Yes,19,Debit Card,Annually
1321,1322,59,Male,T-shirt,Clothing,84,Missouri,Orange,Winter,3.7,No,Express,Yes,Yes,45,Bank Transfer,Every 3 Months
1322,1323,23,Male,Pants,Clothing,74,Washington,Violet,Winter,4,No,Next Day Air,Yes,Yes,17,Bank Transfer,Quarterly
1323,1324,58,Male,Shorts,Clothing,62,New York,Yellow,Spring,4.6,No,Standard,Yes,Yes,15,Debit Card,Every 3 Months
1324,1325,39,Male,Jewelry,Accessories,77,Indiana,Orange,Summer,3.8,No,Free Shipping,Yes,Yes,11,Credit Card,Fortnightly
1325,1326,28,Male,Backpack,Accessories,73,Oregon,Gold,Summer,3.5,No,Express,Yes,Yes,1,Cash,Monthly
1326,1327,40,Male,Shoes,Footwear,50,Texas,Indigo,Spring,4.6,No,Free Shipping,Yes,Yes,17,Cash,Monthly
1327,1328,52,Male,Coat,Outerwear,40,Florida,Turquoise,Winter,2.8,No,Standard,Yes,Yes,37,Cash,Weekly
1328,1329,37,Male,Sweater,Clothing,97,Rhode Island,Orange,Winter,3.7,No,Standard,Yes,Yes,40,Bank Transfer,Weekly
1329,1330,70,Male,Gloves,Accessories,63,Texas,Indigo,Fall,3.3,No,Express,Yes,Yes,50,PayPal,Every 3 Months
1330,1331,30,Male,Handbag,Accessories,65,Vermont,Charcoal,Fall,2.9,No,Standard,Yes,Yes,20,PayPal,Bi-Weekly
1331,1332,38,Male,Socks,Clothing,91,Maryland,Lavender,Spring,3.2,No,Standard,Yes,Yes,8,PayPal,Bi-Weekly
1332,1333,66,Male,Hoodie,Clothing,60,Alaska,Gold,Spring,4.3,No,Store Pickup,Yes,Yes,16,Bank Transfer,Quarterly
1333,1334,29,Male,Pants,Clothing,69,Idaho,Lavender,Winter,2.7,No,Next Day Air,Yes,Yes,9,Bank Transfer,Quarterly
1334,1335,46,Male,Coat,Outerwear,52,West Virginia,White,Spring,4.2,No,Store Pickup,Yes,Yes,12,Venmo,Monthly
1335,1336,56,Male,Boots,Footwear,49,Nevada,Lavender,Fall,4.8,No,2-Day Shipping,Yes,Yes,26,Credit Card,Weekly
1336,1337,23,Male,Sneakers,Footwear,85,Oregon,Charcoal,Spring,4.8,No,Store Pickup,Yes,Yes,44,Debit Card,Fortnightly
1337,1338,37,Male,Sweater,Clothing,86,Tennessee,Silver,Spring,3.4,No,Express,Yes,Yes,19,Credit Card,Bi-Weekly
1338,1339,56,Male,Handbag,Accessories,51,Alabama,Yellow,Winter,2.6,No,Standard,Yes,Yes,43,PayPal,Fortnightly
1339,1340,36,Male,Belt,Accessories,56,Indiana,Olive,Winter,5,No,Next Day Air,Yes,Yes,5,Bank Transfer,Every 3 Months
1340,1341,40,Male,Belt,Accessories,72,Idaho,Peach,Fall,4.4,No,Next Day Air,Yes,Yes,5,Debit Card,Every 3 Months
1341,1342,26,Male,Hoodie,Clothing,27,Rhode Island,Yellow,Fall,2.9,No,Standard,Yes,Yes,31,Bank Transfer,Quarterly
1342,1343,57,Male,Sunglasses,Accessories,43,Arizona,Yellow,Summer,3.4,No,2-Day Shipping,Yes,Yes,11,Bank Transfer,Monthly
1343,1344,68,Male,Sneakers,Footwear,56,Florida,Indigo,Spring,3.4,No,Standard,Yes,Yes,34,Bank Transfer,Monthly
1344,1345,56,Male,T-shirt,Clothing,37,New York,Violet,Fall,4.9,No,Next Day Air,Yes,Yes,14,Cash,Annually
1345,1346,40,Male,Dress,Clothing,21,Nebraska,White,Fall,3.6,No,Standard,Yes,Yes,42,Venmo,Weekly
1346,1347,44,Male,Hoodie,Clothing,91,Mississippi,White,Winter,3,No,Free Shipping,Yes,Yes,15,Venmo,Bi-Weekly
1347,1348,44,Male,Sweater,Clothing,95,Vermont,Cyan,Summer,3.9,No,2-Day Shipping,Yes,Yes,47,Bank Transfer,Monthly
1348,1349,19,Male,Belt,Accessories,54,Nebraska,Purple,Spring,3.2,No,Standard,Yes,Yes,23,Credit Card,Fortnightly
1349,1350,21,Male,Socks,Clothing,36,South Carolina,Black,Spring,3.2,No,Next Day Air,Yes,Yes,23,Cash,Bi-Weekly
1350,1351,31,Male,Sunglasses,Accessories,71,Delaware,Orange,Fall,4.3,No,Next Day Air,Yes,Yes,1,Cash,Every 3 Months
1351,1352,30,Male,Coat,Outerwear,31,Vermont,Maroon,Summer,2.8,No,2-Day Shipping,Yes,Yes,28,Bank Transfer,Quarterly
1352,1353,65,Male,Hat,Accessories,89,Indiana,Orange,Spring,4.5,No,Next Day Air,Yes,Yes,37,Credit Card,Bi-Weekly
1353,1354,39,Male,Pants,Clothing,83,Oregon,Teal,Winter,4.1,No,Next Day Air,Yes,Yes,4,Cash,Every 3 Months
1354,1355,64,Male,Backpack,Accessories,42,Maryland,Gray,Spring,3.6,No,2-Day Shipping,Yes,Yes,21,Bank Transfer,Quarterly
1355,1356,59,Male,Shorts,Clothing,91,Florida,Blue,Summer,3,No,2-Day Shipping,Yes,Yes,50,PayPal,Bi-Weekly
1356,1357,49,Male,Jacket,Outerwear,61,Indiana,Cyan,Spring,4,No,Free Shipping,Yes,Yes,34,Bank Transfer,Annually
1357,1358,24,Male,Backpack,Accessories,66,Texas,Red,Summer,3.5,No,Next Day Air,Yes,Yes,20,Cash,Quarterly
1358,1359,19,Male,Scarf,Accessories,22,Nebraska,Pink,Spring,2.5,No,Store Pickup,Yes,Yes,25,Venmo,Every 3 Months
1359,1360,27,Male,Hoodie,Clothing,68,North Carolina,Cyan,Winter,4.3,No,Store Pickup,Yes,Yes,26,Bank Transfer,Fortnightly
1360,1361,56,Male,Skirt,Clothing,43,Alabama,Black,Fall,2.8,No,Express,Yes,Yes,4,Bank Transfer,Annually
1361,1362,49,Male,Dress,Clothing,32,Alabama,Beige,Fall,3.7,No,Next Day Air,Yes,Yes,39,Debit Card,Monthly
1362,1363,41,Male,Coat,Outerwear,46,Colorado,Gray,Fall,4.3,No,Express,Yes,Yes,29,Cash,Weekly
1363,1364,36,Male,Blouse,Clothing,90,Wisconsin,Red,Summer,4,No,Express,Yes,Yes,47,PayPal,Quarterly
1364,1365,68,Male,Hat,Accessories,75,Delaware,Yellow,Fall,4.7,No,Express,Yes,Yes,5,Cash,Every 3 Months
1365,1366,28,Male,Handbag,Accessories,69,Indiana,Magenta,Winter,4.5,No,Store Pickup,Yes,Yes,18,Bank Transfer,Fortnightly
1366,1367,45,Male,Belt,Accessories,40,Iowa,Magenta,Fall,3.1,No,Free Shipping,Yes,Yes,10,Credit Card,Fortnightly
1367,1368,60,Male,Belt,Accessories,63,Iowa,Black,Fall,3.8,No,Express,Yes,Yes,25,Cash,Quarterly
1368,1369,21,Male,Shirt,Clothing,36,Wisconsin,Orange,Summer,4.9,No,Express,Yes,Yes,2,Cash,Weekly
1369,1370,32,Male,Shoes,Footwear,75,Iowa,Green,Winter,3.2,No,Standard,Yes,Yes,48,Venmo,Fortnightly
1370,1371,27,Male,Scarf,Accessories,67,Montana,Peach,Summer,2.9,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Every 3 Months
1371,1372,40,Male,Pants,Clothing,64,Mississippi,Charcoal,Spring,2.8,No,Store Pickup,Yes,Yes,42,Credit Card,Monthly
1372,1373,64,Male,Blouse,Clothing,61,Michigan,Gray,Fall,4,No,2-Day Shipping,Yes,Yes,44,PayPal,Bi-Weekly
1373,1374,18,Male,Gloves,Accessories,40,Virginia,Turquoise,Winter,2.6,No,Store Pickup,Yes,Yes,6,Cash,Quarterly
1374,1375,22,Male,Handbag,Accessories,97,New York,Red,Fall,2.7,No,Free Shipping,Yes,Yes,5,Bank Transfer,Quarterly
1375,1376,42,Male,Sneakers,Footwear,31,Maine,Brown,Spring,4.1,No,2-Day Shipping,Yes,Yes,8,Credit Card,Annually
1376,1377,57,Male,Sandals,Footwear,65,New Jersey,Pink,Spring,5,No,Free Shipping,Yes,Yes,24,PayPal,Annually
1377,1378,33,Male,Sunglasses,Accessories,54,Maryland,Olive,Spring,3,No,Next Day Air,Yes,Yes,42,Venmo,Monthly
1378,1379,37,Male,Jacket,Outerwear,49,Kentucky,Lavender,Fall,3.6,No,Free Shipping,Yes,Yes,24,Venmo,Weekly
1379,1380,21,Male,T-shirt,Clothing,64,Minnesota,Purple,Fall,2.8,No,2-Day Shipping,Yes,Yes,38,Venmo,Bi-Weekly
1380,1381,51,Male,Sneakers,Footwear,35,Massachusetts,Beige,Winter,4.6,No,Standard,Yes,Yes,41,Cash,Fortnightly
1381,1382,30,Male,Shoes,Footwear,86,Illinois,Green,Winter,2.9,No,Standard,Yes,Yes,48,Venmo,Quarterly
1382,1383,68,Male,Jacket,Outerwear,55,Michigan,Brown,Winter,4.8,No,Express,Yes,Yes,16,Bank Transfer,Quarterly
1383,1384,36,Male,Scarf,Accessories,58,Wisconsin,Beige,Spring,3.3,No,Express,Yes,Yes,4,Venmo,Monthly
1384,1385,46,Male,Sneakers,Footwear,96,Alaska,Beige,Fall,4.6,No,Standard,Yes,Yes,8,Bank Transfer,Weekly
1385,1386,41,Male,Jewelry,Accessories,64,Mississippi,Indigo,Fall,2.6,No,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
1386,1387,68,Male,Jacket,Outerwear,56,Oregon,Silver,Fall,4,No,Next Day Air,Yes,Yes,4,Debit Card,Quarterly
1387,1388,21,Male,Blouse,Clothing,85,Maryland,Gold,Winter,3.8,No,Standard,Yes,Yes,20,Credit Card,Monthly
